year,month,component,question number,answer,text,screenshot_path
2017,s,22,15,A,15  A student was investigating the reaction between marble chips and dilute hydrochloric acid. gas syringe 7 bung marble chips Which changes slow down the rate of reaction? 25 cm3 of dilute hydrochloric acid A B C D temperature of acid concentration of acid surface area of marble chips decrease decrease increase increase decrease decrease decrease increase decrease increase decrease increase,2017/summer/component22/q15
2017,s,22,16,A,"16  The reaction used to manufacture ammonia from nitrogen and hydrogen is reversible. An equilibrium can be established between ammonia, nitrogen and hydrogen. Which statement describes the equilibrium? A  Both the forward reaction and the backward reaction have the same rate. B  The rate of the backward reaction is greater than the rate of the forward reaction. C  The rate of the forward reaction is greater than the rate of the backward reaction. D  The forward and backward reactions have both stopped.",2017/summer/component22/q16
2017,s,22,17,D,17  An example of a redox reaction is shown. Zn  +  Cu2+  →  Zn2+  +  Cu Which statement about the reaction is correct? A  Zn is the oxidising agent and it oxidises Cu2+. B  Zn is the oxidising agent and it reduces Cu2+. C  Zn is the reducing agent and it oxidises Cu2+. D  Zn is the reducing agent and it reduces Cu2+. [Turn over,2017/summer/component22/q17
2017,s,22,18,B,18  Which type of oxide is aluminium oxide? 8 A  acidic B  amphoteric C  basic D  neutral,2017/summer/component22/q18
2017,s,22,19,B,"19  Which statements about a weak acid, such as ethanoic acid, are correct? 1 2 3 4 It reacts with a carbonate. It does not neutralise aqueous sodium hydroxide solution. It turns red litmus blue. It is only partially ionised in aqueous solution. A  1 and 2 B  1 and 4 C  2 and 3 D  3 and 4",2017/summer/component22/q19
2017,s,22,20,A,"20  Silver chloride is a white solid which is insoluble in water. Which statement describes how a sample of pure silver chloride can be made? A  Add aqueous silver nitrate to aqueous sodium chloride and then filter. B  Add aqueous silver nitrate to dilute hydrochloric acid, evaporate and then crystallise. C  Add silver carbonate to dilute hydrochloric acid, evaporate and then crystallise. D  Add silver to dilute hydrochloric acid, filter and then wash the residue.",2017/summer/component22/q20
2017,s,22,21,A,"21  Dilute sulfuric acid is added to two separate aqueous solutions, X and Y. The observations are shown. solution X solution Y white precipitate bubbles of a colourless gas Which row shows the ions present in the solutions? A B C D solution X solution Y Ba2+ Ca2+ Cu2+ Fe2+ 2– CO3 – Cl 2– CO3 – NO3",2017/summer/component22/q21
2017,s,22,22,A,22  Which element is less reactive than the other members of its group in the Periodic Table? 9 A  astatine B  caesium C fluorine D rubidium,2017/summer/component22/q22
2017,s,22,23,B,23  The elements oxygen and sulfur are in the same group of the Periodic Table. Which statement about oxygen and sulfur is not correct? A  They are non-metals. B  They have giant covalent structures. C  They have six electrons in their outer shells. D  They react together to form an acidic oxide.,2017/summer/component22/q23
2017,s,22,24,D,24  Why are weather balloons sometimes filled with helium rather than hydrogen? A  Helium is found in air. B  Helium is less dense than hydrogen. C  Helium is more dense than hydrogen. D  Helium is unreactive.,2017/summer/component22/q24
2017,s,22,25,D,25  Which process is involved in the extraction of zinc from zinc blende? A  Cryolite is added to lower the melting point of zinc blende. B  Molten zinc blende is electrolysed. C  Zinc blende is heated with carbon. D  Zinc blende is roasted in air. [Turn over 10 forms an alloy has a basic oxide is below hydrogen in the reactivity series.,2017/summer/component22/q25
2017,s,22,26,B,26  Element E: • • • What is E? A  carbon B  copper C  sulfur D  zinc,2017/summer/component22/q26
2017,s,22,27,C,,
2017,s,22,28,C,"28  Stainless steel is an alloy of iron and other metals. It is strong and does not rust but it costs much 29  The diagram shows some uses of water in the home. 11 1 2 3 For which uses is it important for the water to have been treated? A  1 only B  2 only C  3 only D  1, 2 and 3",2017/summer/component22/q28
2017,s,22,29,A,,
2017,s,22,30,C,"30  The carbon cycle includes the processes combustion, photosynthesis and respiration. Which row shows how each process changes the amount of carbon dioxide in the atmosphere? A B C D combustion photosynthesis respiration decreases decreases increases increases decreases increases decreases increases increases decreases increases decreases",2017/summer/component22/q30
2017,s,22,31,A,31  Which statement about the conditions used in the Haber process is not correct? A  A high temperature is used because the forward reaction is exothermic. B  A high pressure is used because there are fewer moles of gas in the products than in the reactants. C  An iron catalyst is used to increase the rate of the forward reaction. D  The  unreacted  hydrogen  and  nitrogen  are  recycled  to  increase  the  amount  of  ammonia produced.,2017/summer/component22/q31
2017,s,22,32,D,32  Which chemical reaction decreases pollution in the air? A  S  +  O2  →  SO2 B  N2  +  O2  →  2NO C  2CH4  +  3O2  →  2CO  +  4H2O D  2NO  +  2CO  →  2CO2  +  N2 [Turn over,2017/summer/component22/q32
2017,s,22,33,C,33  Which statement about sulfuric acid is correct? 12 A B C D It is made by the Haber process. It is made in the atmosphere by the action of lightning. It reacts with ammonia to produce a fertiliser. It reacts with copper metal to produce hydrogen gas.,2017/summer/component22/q33
2017,s,22,34,C,34  Statements about methods of manufacture and uses of calcium oxide are shown. 1 2 3 4 It is manufactured by reacting acids with calcium carbonate. It is manufactured by heating calcium carbonate. It is used to desulfurise flue gases. It is used to treat alkaline soil. Which statements are correct? D  3 and 4 refinery gas gasoline fraction naphtha fraction kerosene fraction diesel oil fuel oil fraction lubricating fraction and bitumen A  1 and 2 B  1 and 4 C  2 and 3,2017/summer/component22/q34
2017,s,22,35,D,35  The industrial fractional distillation of petroleum is shown. petroleum Y Which process happens at Y? A  burning B  condensation C  cracking D  evaporation,2017/summer/component22/q35
2017,s,22,36,A,"36  Which statement about homologous series is not correct? 13 A  Alkenes have the same general formula, CnH2n+2. B  Each member of the homologous series of alkanes differs from the next by CH2. C  The members of a homologous series all have similar chemical properties. D  The members of a homologous series all have the same functional group.",2017/summer/component22/q36
2017,s,22,37,C,37  The diagram shows part of the molecule of a polymer. H H H H H H C H C H C H C H C H C H H C H H C H H C H Which diagram shows the monomer from which this polymer could be manufactured? A H C H H H B H C H C H C H H C C D H C H C H O H H H H H H H H,2017/summer/component22/q37
2017,s,22,38,D,38  Ethanol is manufactured by fermentation or by the catalytic addition of steam to ethene. What is an advantage of ethanol manufacture by fermentation instead of by the catalytic addition of steam to ethene? A  Ethanol manufactured by fermentation is purified by distillation. B  Ethanol manufacture by fermentation produces purer ethanol. C  Ethanol manufacture by fermentation uses large areas of land. D  Ethanol manufacture by fermentation uses renewable resources.,2017/summer/component22/q38
2017,s,22,39,B,39  The formula of an ester is CH3CH2CH2COOCH2CH2CH3. Which acid and alcohol react together to make the ester? A B C D acid butanoic acid butanoic acid propanoic acid propanoic acid alcohol butanol propanol butanol propanol [Turn over 14,2017/summer/component22/q39
2017,s,22,40,D,40  Polyesters and polyamides are types of synthetic polymer. Which statements are correct? 1  They are made by addition polymerisation. 2  They are made by condensation polymerisation. 3  The monomers from which they are made are unsaturated hydrocarbons. 4  The monomers from which they are made contain reactive functional groups at their ends. A  1 and 3 B  1 and 4 C  2 and 3 D  2 and 4 15,2017/summer/component22/q40
2017,s,23,1,D,"1  Small crystals of purple KMnO4 (Mr = 158) and orange K2Cr2O7 (Mr = 294) were placed at the centres  of  separate  petri  dishes  filled  with  agar  jelly.  They  were  left  to  stand  under  the  same physical conditions. After some time, the colour of each substance had spread out as shown. dish 1 dish 2 KMnO4 K2Cr2O7 The lengths of the arrows indicate the relative distances travelled by particles of each substance. Which statement is correct? A  Diffusion is faster in dish 1 because the mass of the particles is greater. B  Diffusion is faster in dish 2 because the mass of the particles is greater. C  Diffusion is slower in dish 1 because the mass of the particles is smaller. D  Diffusion is slower in dish 2 because the mass of the particles is greater.",2017/summer/component23/q1
2017,s,23,2,D,"2  A compound, X, has a melting point of 71 °C and a boiling point of 375 °C. Which statement about X is correct? A B C D It is a liquid at 52 °C and a gas at 175 °C. It is a liquid at 69 °C and a gas at 380 °C. It is a liquid at 75 °C and a gas at 350 °C. It is a liquid at 80 °C and a gas at 400 °C.",2017/summer/component23/q2
2017,s,23,3,B,3  A student used chromatography to analyse a green food colouring. The chromatogram obtained is shown. 3 solvent front baseline blue spot yellow spot The table lists some yellow food dyes and their Rf values. Which yellow food dye does the green food colouring contain? yellow food dye Rf value Sunset Yellow A  Quinolene Yellow B C D tartrazine Yellow 2G 0.48 0.32 0.69 0.82,2017/summer/component23/q3
2017,s,23,4,C,4  The electronic structures of atoms Q and R are shown. Q R Q and R form an ionic compound. What is the formula of the compound? A  QR7 B  Q2R4 C  QR D  Q7R [Turn over,2017/summer/component23/q4
2017,s,23,5,C,5  Which substance is a macromolecule? A  ammonia B  carbon dioxide C  diamond D  water,2017/summer/component23/q5
2017,s,23,6,C,6  The diagram shows metallic bonding. 4 X Which labels are correct? A B C D X Y atomic nucleus metal atom metal ion positive ion outer electron mobile electron mobile electron negative ion Y,2017/summer/component23/q6
2017,s,23,7,C,7  Aqueous  iron(III)  sulfate  and  aqueous  sodium  hydroxide  react  to  give  a  precipitate  of iron(III) hydroxide and a solution of sodium sulfate. What is the balanced equation for this reaction? A  Fe2(SO4)3(aq)  +  2NaOH(aq)  →  Fe(OH)3(s)  +  Na2SO4(aq) B  Fe2(SO4)3(aq)  +  3NaOH(aq)  →  Fe(OH)3(s)  +  3Na2SO4(aq) C  Fe2(SO4)3(aq)  +  6NaOH(aq)  →  2Fe(OH)3(s)  +  3Na2SO4(aq) D  2Fe2(SO4)3(aq)  +  6NaOH(aq)  →  4Fe(OH)3(s)  +  6Na2SO4(aq),2017/summer/component23/q7
2017,s,23,8,A,8  The equation for the reaction between sodium carbonate and dilute hydrochloric acid is shown. Na2CO3  +  2HCl  →  2NaCl  +  H2O  +  CO2 What is the maximum volume of carbon dioxide produced when 26.5 g of sodium carbonate react with dilute hydrochloric acid? A  6 dm3 B  12 dm3 C  18 dm3 D  24 dm3,2017/summer/component23/q8
